project_id,project_name,organization,priority,status,total_tasks,mapped_tasks,validated_tasks,invalidated_tasks,ready_tasks,bad_imagery_tasks,percent_mapped,percent_validated,active_mappers,total_mappers,created,last_updated,due_date
32710,Pakistan Monsoon Floods 2025 - MAP building footprints for Mingora City Part 2,Open Mapping Hub Asia-Pacific,URGENT,PUBLISHED,660,658,240,2,0,0,99.7,36.36,0,0,2025-10-10T07:16:21.114000Z,2025-11-02T13:13:16.660000Z,
